,train_loss
1,0.8207495808601379
2,0.5193260312080383
3,0.4607962667942047
4,0.4207535684108734
5,0.39470142126083374
6,0.3693581819534302
7,0.34905341267585754
8,0.3257061243057251
9,0.30942925810813904
10,0.29831165075302124
11,0.28442880511283875
12,0.27524834871292114
13,0.26338991522789
14,0.25202372670173645
15,0.2442908138036728
16,0.23640921711921692
17,0.2293108105659485
18,0.22396577894687653
19,0.21817195415496826
20,0.2130713313817978
21,0.20821456611156464
22,0.20358484983444214
23,0.19921600818634033
24,0.195061594247818
25,0.19179010391235352
26,0.18753942847251892
27,0.18500787019729614
28,0.18160594999790192
29,0.17880095541477203
30,0.17576880753040314
31,0.17350320518016815
32,0.17160405218601227
33,0.16875605285167694
34,0.16732816398143768
35,0.16532562673091888
36,0.16341479122638702
37,0.1617494374513626
38,0.16077393293380737
39,0.15909437835216522
40,0.15794402360916138
41,0.15649737417697906
42,0.15535405278205872
43,0.15423138439655304
44,0.15317091345787048
45,0.15236034989356995
46,0.151644766330719
47,0.15044713020324707
48,0.14967671036720276
49,0.14851847290992737
50,0.1476956605911255
51,0.14708951115608215
52,0.14639230072498322
53,0.1456010341644287
54,0.14551056921482086
55,0.14427922666072845
56,0.14401957392692566
57,0.1434164047241211
58,0.14265446364879608
59,0.14236468076705933
60,0.14156121015548706
61,0.14149406552314758
62,0.1407351791858673
63,0.1405360847711563
64,0.14011718332767487
65,0.13959577679634094
66,0.13940690457820892
67,0.1388643980026245
68,0.13864050805568695
69,0.1383764147758484
70,0.13792827725410461
71,0.13780036568641663
72,0.13716286420822144
73,0.13689550757408142
74,0.1365111917257309
75,0.1362541913986206
76,0.1362144500017166
77,0.13577379286289215
78,0.13562838733196259
79,0.13531586527824402
80,0.13535067439079285
81,0.13501782715320587
82,0.1346709132194519
83,0.13421311974525452
84,0.13434074819087982
85,0.13394267857074738
86,0.13376909494400024
87,0.1334795206785202
88,0.13297586143016815
89,0.13293896615505219
90,0.13259993493556976
91,0.13286682963371277
92,0.13224521279335022
93,0.13223229348659515
94,0.13189268112182617
95,0.13212500512599945
96,0.1316201537847519
97,0.13135775923728943
98,0.13088738918304443
99,0.13108029961585999
100,0.13068312406539917
101,0.1305592805147171
102,0.13060535490512848
103,0.13032785058021545
104,0.1299377679824829
105,0.12984491884708405
106,0.12941798567771912
107,0.12922270596027374
108,0.12896741926670074
109,0.12848161160945892
110,0.12800154089927673
111,0.12782597541809082
112,0.12770797312259674
113,0.12738361954689026
114,0.12720176577568054
115,0.12702956795692444
116,0.12674106657505035
117,0.12639249861240387
118,0.12621429562568665
119,0.1258230358362198
120,0.1260722130537033
121,0.12549792230129242
122,0.12553073465824127
123,0.1251823902130127
124,0.12497211247682571
125,0.12485752999782562
126,0.124625563621521
127,0.12467851489782333
128,0.1245337575674057
129,0.12423323839902878
130,0.12395261973142624
131,0.12403082847595215
132,0.1238110363483429
133,0.12387076765298843
134,0.12341668456792831
135,0.12331505864858627
136,0.12335386872291565
137,0.12302083522081375
138,0.12299580872058868
139,0.12313266098499298
140,0.12279550731182098
141,0.12278462946414948
142,0.12235312163829803
143,0.12241066247224808
144,0.12232787162065506
145,0.12196763604879379
146,0.12181568890810013
147,0.12183662503957748
148,0.12143012881278992
149,0.12169484049081802
150,0.12145593762397766
151,0.1215207576751709
152,0.12108361721038818
153,0.12108711898326874
154,0.12091050297021866
155,0.12065122276544571
156,0.12052895128726959
157,0.12066128104925156
158,0.120299331843853
159,0.12019915878772736
160,0.12022389471530914
161,0.12009131163358688
162,0.12005692720413208
163,0.11951588839292526
164,0.11938192695379257
165,0.11937112361192703
166,0.11938245594501495
167,0.11940231174230576
168,0.11903245747089386
169,0.1191447377204895
170,0.11898728460073471
171,0.11893154680728912
172,0.11834070831537247
173,0.11878108978271484
174,0.11873165518045425
175,0.11837468296289444
176,0.11841100454330444
177,0.11821550875902176
178,0.1179811879992485
179,0.11783429980278015
180,0.11780811846256256
181,0.11770498752593994
182,0.11764972656965256
183,0.11757853627204895
184,0.1173626035451889
185,0.11730111390352249
186,0.11729442328214645
187,0.11706088483333588
188,0.11716417968273163
189,0.11685925722122192
190,0.11667835712432861
191,0.11664288491010666
192,0.11644279211759567
193,0.11643610149621964
194,0.11629040539264679
195,0.11599873006343842
196,0.11615569144487381
197,0.11587493121623993
198,0.11594895273447037
199,0.11568643152713776
200,0.1156100332736969
201,0.11552248150110245
202,0.11533303558826447
203,0.11552110314369202
204,0.115287184715271
205,0.11512420326471329
206,0.11514179408550262
207,0.11496876180171967
208,0.11495845019817352
209,0.11479964852333069
210,0.11469392478466034
211,0.11458152532577515
212,0.11435860395431519
213,0.11434224992990494
214,0.11432889103889465
215,0.11397983878850937
216,0.1139104813337326
217,0.1138705387711525
218,0.11391975730657578
219,0.1138254702091217
220,0.11345724016427994
221,0.11366332322359085
222,0.11353801935911179
223,0.11311393231153488
224,0.11306126415729523
225,0.11321060359477997
226,0.11300570517778397
227,0.11307523399591446
228,0.11275562644004822
229,0.11290345340967178
230,0.11254359781742096
231,0.1126316711306572
232,0.11266586929559708
233,0.11236786097288132
234,0.11224775016307831
235,0.11190491169691086
236,0.11196435987949371
237,0.11194735765457153
238,0.11162202805280685
239,0.11201149225234985
240,0.1118248850107193
241,0.1112034022808075
242,0.11122920364141464
243,0.11146735399961472
244,0.11134661734104156
245,0.11100635677576065
246,0.11060955375432968
247,0.11108439415693283
248,0.1106635108590126
249,0.11070838570594788
250,0.11041435599327087
251,0.11061058193445206
252,0.11020968109369278
253,0.11027204245328903
254,0.11006826907396317
255,0.10998596996068954
256,0.10992103815078735
257,0.11002770066261292
258,0.10985696315765381
259,0.10981445759534836
260,0.10954627394676208
261,0.10961956530809402
262,0.1094723716378212
263,0.10937360674142838
264,0.10929681360721588
265,0.10908280313014984
266,0.10913475602865219
267,0.10924134403467178
268,0.1089574471116066
269,0.10856395959854126
270,0.10859262943267822
271,0.10848810523748398
272,0.10842478275299072
273,0.10822709649801254
274,0.10841289162635803
275,0.10804484039545059
276,0.10825098305940628
277,0.10764900594949722
278,0.10800883173942566
279,0.1076100766658783
280,0.10748570412397385
281,0.10784808546304703
282,0.10753770172595978
283,0.10739447921514511
284,0.10737130790948868
285,0.10712049901485443
286,0.10707762092351913
287,0.10721301287412643
288,0.10713526606559753
289,0.10686246305704117
290,0.10684861987829208
291,0.10680194199085236
292,0.10640745609998703
293,0.10632207989692688
294,0.10657747089862823
295,0.10629448294639587
296,0.10616299510002136
297,0.10614487528800964
298,0.10610886663198471
299,0.10603205114603043
300,0.10604924708604813
